日期,代码,名称,收盘价,涨跌幅,开盘价,最高价,最低价,趋势,热度,热度排名,大单净额,量比,换手率,成交额,总市值,诊股综合评分,技术面评分,资金面评分,技术形态,买入信号,同花顺行业,最相关概念,所属概念数量
2026-05-19,603183.SH,建研院,4.76,0.2105263157894692,4.77,4.8,4.73,开,0,0,0,0,1617.0,3.39亿,23.66万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,300133.SZ,华策影视,9.68,0.20703933747411568,9.58,9.93,9.45,开,0,0,0,0,68347.0,70.12亿,162.28万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,688175.SH,高凌信息,34.51,0.20325203252032606,34.52,35.04,34.0,开,0,0,0,0,2400.0,69.30亿,44.63万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,300160.SZ,秀强股份,5.08,0.1972386587771161,5.05,5.12,5.05,开,0,0,0,0,919.0,1.80亿,38.72万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,002051.SZ,中工国际,10.49,0.19102196752626144,10.7,10.78,10.46,开,0,0,0,0,20714.0,19.51亿,128.65万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,605116.SH,奥锐特,21.26,0.18850141376061594,21.11,21.45,21.11,开,0,0,0,0,1285.0,6037.00万,86.35万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,002010.SZ,传化智联,5.38,0.18621973929236102,5.37,5.41,5.32,开,0,0,0,0,2564.0,4.76亿,148.34万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,603285.SH,键邦股份,48.71,0.1851090086384274,48.47,50.32,47.75,开,0,0,0,0,6783.0,1.38亿,30.34万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,688162.SH,巨一科技,34.07,0.1764187003822472,33.51,34.69,33.51,开,0,0,0,0,3802.0,111.10亿,46.71万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,600287.SH,苏豪时尚,5.69,0.1760563380281809,5.68,5.75,5.62,开,0,0,0,0,749.0,1.31亿,24.85万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,600185.SH,珠免集团,5.78,0.17331022530330462,5.75,5.82,5.72,开,0,0,0,0,3779.0,6.53亿,108.95万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,601199.SH,江南水务,5.95,0.16835016835016475,5.94,5.97,5.82,开,0,0,0,0,4303.0,7.30亿,55.65万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,600079.SH,ST人福,17.95,0.16741071428570078,17.89,18.01,17.88,开,0,0,0,0,4601.0,2.56亿,277.00万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,300006.SZ,莱美药业,6.02,0.16638935108152725,5.98,6.15,5.94,开,0,0,0,0,5785.0,9.53亿,63.56万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,300187.SZ,永清环保,6.03,0.16611295681064245,6.02,6.06,5.9,开,0,0,0,0,4762.0,7.94亿,38.71万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,300221.SZ,银禧科技,12.27,0.1632653061224455,12.61,13.15,12.25,开,0,0,0,0,26522.0,21.01亿,56.09万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,605088.SH,冠盛股份,36.98,0.16251354279521985,36.64,37.19,36.6,开,0,0,0,0,2975.0,8060.00万,73.85万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,300232.SZ,洲明科技,6.23,0.16077170418007516,6.2,6.29,6.16,开,0,0,0,0,4684.0,7.51亿,55.18万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,601238.SH,广汽集团,6.44,0.15552099533438063,6.41,6.52,6.41,开,0,0,0,0,3996.0,6.18亿,475.51万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,601186.SH,中国铁建,6.51,0.15384615384615058,6.55,6.62,6.51,开,0,0,0,0,28763.0,43.77亿,748.86万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,600127.SH,金健米业,6.52,0.1536098310291826,6.5,6.54,6.48,开,0,0,0,0,2228.0,3.42亿,41.84万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,603202.SH,天有为,71.86,0.1533101045296159,71.74,72.4,71.38,开,0,0,0,0,3048.0,4228.00万,36.08万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,300284.SZ,苏交科,6.61,0.15151515151516176,6.59,6.67,6.58,开,0,0,0,0,1745.0,2.63亿,77.85万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,605016.SH,百龙创园,26.44,0.15151515151516176,26.33,27.06,26.13,开,0,0,0,0,3250.0,1.22亿,111.05万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,000020.SZ,深华发Ａ,13.51,0.14825796886582338,13.45,13.63,13.38,开,0,0,0,0,2636.0,1.95亿,24.48万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,688118.SH,普元信息,27.37,0.14635931211124295,27.31,27.93,27.1,开,0,0,0,0,2233.0,80.96亿,25.54万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,603108.SH,润达医疗,13.72,0.14598540145986388,13.71,13.98,13.62,开,0,0,0,0,8205.0,5.96亿,82.83万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,600211.SH,西藏药业,41.26,0.1456310679611533,41.14,41.74,41.09,开,0,0,0,0,3205.0,7749.00万,132.99万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,600215.SH,派斯林,7.05,0.1420454545454515,7.09,7.12,7.0,开,0,0,0,0,3740.0,5.29亿,32.21万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,601236.SH,红塔证券,7.17,0.13966480446927076,7.17,7.2,7.15,开,0,0,0,0,1377.0,1.92亿,338.19万,0,0,0,价升,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,603190.SH,亚通精工,28.79,0.13913043478260573,28.6,29.3,28.6,开,0,0,0,0,5635.0,1.95亿,11.84万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,000058.SZ,深 赛 格,7.93,0.12626262626262355,7.94,7.98,7.88,开,0,0,0,0,1255.0,1.58亿,78.09万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,300132.SZ,青松股份,7.96,0.12578616352200991,7.97,8.04,7.94,开,0,0,0,0,2238.0,2.80亿,40.44万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,605183.SH,确成股份,16.18,0.12376237623762112,16.18,16.28,16.09,开,0,0,0,0,763.0,4709.00万,66.73万,0,0,0,价升,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,002234.SZ,民和股份,8.18,0.12239902080783092,8.25,8.33,8.12,开,0,0,0,0,3105.0,3.77亿,24.66万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,605028.SH,世茂能源,25.25,0.11895321173672141,25.22,25.4,24.98,开,0,0,0,0,937.0,3710.00万,40.40万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,300119.SZ,瑞普生物,17.27,0.11594202898550478,17.24,17.37,17.14,开,0,0,0,0,1405.0,8117.00万,57.61万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,600062.SH,华润双鹤,17.29,0.11580775911985858,17.23,17.38,17.23,开,0,0,0,0,2349.0,1.36亿,179.51万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,300022.SZ,吉峰科技,8.75,0.1144164759725376,8.7,8.79,8.7,开,0,0,0,0,3022.0,3.46亿,43.24万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,600085.SH,同仁堂,26.33,0.1140684410646296,26.3,26.39,26.2,开,0,0,0,0,3845.0,1.46亿,361.11万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,600283.SH,钱江水利,9.11,0.10989010989010754,9.05,9.12,9.03,开,0,0,0,0,1176.0,1.30亿,49.57万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,688158.SH,优刻得-W,47.28,0.1058649163667251,46.5,47.82,45.4,开,0,0,0,0,88263.0,1889.42亿,191.71万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,600178.SH,东安动力,10.11,0.0990099009900969,10.1,10.18,10.07,开,0,0,0,0,866.0,8556.00万,47.16万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,002140.SZ,东华科技,10.74,0.09319664492078086,10.7,10.81,10.69,开,0,0,0,0,2055.0,1.91亿,75.93万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,600267.SH,海正药业,10.94,0.09149130832570711,10.99,11.08,10.91,开,0,0,0,0,6549.0,5.96亿,131.14万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,600104.SH,上汽集团,12.66,0.0790513833992078,12.67,12.79,12.65,开,0,0,0,0,15847.0,12.46亿,1455.30万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,603207.SH,小方制药,25.48,0.0785545954438318,25.55,25.66,25.43,开,0,0,0,0,574.0,2247.00万,13.86万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,002276.SZ,万马股份,13.33,0.07507507507507347,13.32,13.49,13.29,开,0,0,0,0,6680.0,4.99亿,134.25万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,300203.SZ,聚光科技,13.37,0.07485029940119602,13.33,13.55,13.3,开,0,0,0,0,3107.0,2.31亿,59.94万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,603125.SH,常青科技,27.05,0.07399186089529994,26.49,28.02,25.7,开,0,0,0,0,21999.0,8.13亿,109.51万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,002085.SZ,万丰奥威,13.63,0.07342143906021706,13.7,13.76,13.6,开,0,0,0,0,9610.0,7.02亿,289.41万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,605228.SH,神通科技,14.17,0.07062146892655216,14.18,14.39,14.11,开,0,0,0,0,3195.0,2.24亿,67.61万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,300290.SZ,荣科科技,15.57,0.0642673521850886,15.33,15.84,15.28,开,0,0,0,0,11820.0,7.54亿,99.58万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,688050.SH,爱博医疗,47.68,0.06295907660021224,47.6,47.98,47.5,开,0,0,0,0,2765.0,57.87亿,92.21万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,603259.SH,药明康德,102.11,0.058794708476239375,102.0,103.79,101.7,开,0,0,0,0,112870.0,10.99亿,2525.47万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,603197.SH,保隆科技,35.05,0.05709391949756215,35.0,35.73,34.91,开,0,0,0,0,5165.0,1.46亿,74.01万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,002112.SZ,三变科技,20.46,0.048899755501230144,20.42,20.95,20.16,开,0,0,0,0,13470.0,6.55亿,53.62万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,603298.SH,杭叉集团,27.23,0.03673769287289333,27.35,27.55,27.1,开,0,0,0,0,3371.0,1.23亿,356.66万,0,0,0,价升||阴线,行情收盘价上穿5日,未分类,未分类,0
2026-05-19,605111.SH,新洁能,50.25,0.01990445859872215,49.67,50.94,48.4,开,0,0,0,0,51651.0,10.33亿,208.70万,0,0,0,价升||阳线,行情收盘价上穿5日,未分类,未分类,0
