日期,代码,名称,收盘价,涨跌幅,趋势,热度,热度排名,大单净额,量比,换手率,成交额,总市值,诊股综合评分,技术面评分,资金面评分,技术形态,买入信号,同花顺行业,最相关概念,所属概念数量
2026-05-19,600197.SH,伊力特,12.3,0.82%,开,520,81,0万元,0.52,3040.0,2.47亿,58.20万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601009.SH,南京银行,11.09,0.82%,开,130,113,0万元,0.13,17545.0,15.83亿,1371.12万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002003.SZ,伟星股份,9.86,0.82%,开,220,386,0万元,0.22,2176.0,2.21亿,100.78万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000153.SZ,丰原药业,6.18,0.82%,开,560,381,0万元,0.56,1597.0,2.58亿,28.36万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002256.SZ,兆新股份,4.95,0.81%,开,2580,499,0万元,2.58,25349.0,52.03亿,99.71万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600250.SH,南京商旅,9.96,0.81%,开,1370,95,0万元,1.37,4278.0,4.28亿,31.15万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600168.SH,武汉控股,4.99,0.81%,开,340,70,0万元,0.34,1679.0,3.37亿,49.57万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603002.SH,宏昌电子,15.1,0.80%,开,2670,157,0万元,2.67,45132.0,30.33亿,171.25万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002275.SZ,桂林三金,13.86,0.80%,开,140,505,0万元,0.14,1057.0,7636.00万,77.21万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603058.SH,永吉股份,11.36,0.80%,开,1460,184,0万元,1.46,6936.0,6.02亿,46.99万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300150.SZ,世纪瑞尔,5.06,0.80%,开,890,577,0万元,0.89,2107.0,4.15亿,23.46万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300293.SZ,蓝英装备,20.31,0.79%,开,1340,632,0万元,1.34,9145.0,4.55亿,68.74万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600265.SH,*ST景谷,21.58,0.79%,开,160,99,0万元,0.16,451.0,2080.00万,28.01万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603214.SH,爱婴室,16.57,0.79%,开,500,248,0万元,0.5,1156.0,6947.00万,22.96万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603079.SH,圣达生物,15.35,0.79%,开,290,192,0万元,0.29,841.0,5467.00万,29.02万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002186.SZ,全 聚 德,10.25,0.79%,开,410,466,0万元,0.41,1283.0,1.25亿,31.45万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600035.SH,楚天高速,3.87,0.78%,开,300,19,0万元,0.3,1850.0,4.79亿,62.31万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600057.SH,厦门象屿,6.49,0.78%,开,320,29,0万元,0.32,4332.0,6.68亿,135.80万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300093.SZ,*ST金刚,21.04,0.77%,开,650,556,0万元,0.65,3129.0,1.49亿,48.60万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603189.SH,*ST网达,13.21,0.76%,开,780,235,0万元,0.78,2799.0,2.11亿,35.61万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603039.SH,泛微网络,47.78,0.76%,开,1510,175,0万元,1.51,18601.0,3.88亿,122.49万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600199.SH,金种子酒,7.99,0.76%,开,730,82,0万元,0.73,3855.0,4.80亿,52.56万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601229.SH,上海银行,9.33,0.76%,开,90,151,0万元,0.09,11808.0,12.66亿,1325.70万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603182.SH,嘉华股份,14.7,0.75%,开,540,233,0万元,0.54,1316.0,8922.00万,24.19万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300283.SZ,温州宏丰,17.39,0.75%,开,12840,626,0万元,12.84,82751.0,47.17亿,63.86万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603180.SH,金牌家居,18.76,0.75%,开,310,232,0万元,0.31,903.0,4805.00万,28.94万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603065.SH,宿迁联盛,8.09,0.75%,开,210,185,0万元,0.21,712.0,8774.00万,33.89万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603037.SH,凯众股份,14.84,0.75%,开,3030,173,0万元,3.03,12112.0,8.05亿,39.50万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603212.SH,赛伍技术,14.92,0.74%,开,2060,246,0万元,2.06,13578.0,9.03亿,65.27万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002037.SZ,保利联合,8.15,0.74%,开,560,403,0万元,0.56,2206.0,2.69亿,39.44万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300030.SZ,阳普医疗,8.15,0.74%,开,930,526,0万元,0.93,2069.0,2.53亿,22.19万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300067.SZ,安诺其,6.82,0.74%,开,5130,544,0万元,5.13,33185.0,48.05亿,63.92万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002101.SZ,广东鸿图,9.6,0.73%,开,300,431,0万元,0.3,1895.0,1.98亿,63.57万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603029.SH,天鹅股份,19.46,0.72%,开,630,169,0万元,0.63,1494.0,7660.00万,23.61万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600073.SH,光明肉业,5.56,0.72%,开,230,33,0万元,0.23,1211.0,2.17亿,52.14万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600004.SH,白云机场,8.36,0.72%,开,150,1,0万元,0.15,2888.0,3.45亿,197.86万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603191.SH,望变电气,22.34,0.72%,开,5800,236,0万元,5.8,42755.0,19.12亿,73.71万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600022.SH,山东钢铁,1.4,0.72%,开,130,12,0万元,0.13,1990.0,14.30亿,149.78万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688079.SH,美迪凯,18.23,0.72%,开,1870,322,0万元,1.87,13946.0,754.80亿,73.72万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002065.SZ,东华软件,8.43,0.72%,开,570,418,0万元,0.57,13994.0,16.50亿,245.14万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600059.SH,古越龙山,8.49,0.71%,开,290,30,0万元,0.29,2245.0,2.64亿,77.39万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002253.SZ,*ST智胜,11.44,0.70%,开,560,498,0万元,0.56,1358.0,1.19亿,24.02万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,605077.SH,华康股份,18.64,0.70%,开,2640,285,0万元,2.64,14987.0,7.92亿,55.81万,5.6,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300205.SZ,*ST天喻,5.77,0.70%,开,280,595,0万元,0.28,687.0,1.20亿,24.81万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002122.SZ,ST汇洲,2.89,0.70%,开,360,439,0万元,0.36,2048.0,7.08亿,57.45万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000039.SZ,中集集团,11.61,0.69%,开,700,374,0万元,0.7,18989.0,16.19亿,267.19万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002036.SZ,联创电子,8.71,0.69%,开,2000,402,0万元,2.0,18582.0,21.12亿,91.93万,5.6,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002137.SZ,实益达,8.73,0.69%,开,1550,446,0万元,1.55,5400.0,6.16亿,34.61万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002183.SZ,怡 亚 通,7.3,0.69%,开,3350,463,0万元,3.35,64312.0,86.94亿,189.58万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688052.SH,纳芯微,220.87,0.69%,开,850,314,0万元,0.85,26709.0,121.84亿,314.80万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,605111.SH,新洁能,50.58,0.68%,开,2610,289,0万元,2.61,54157.0,10.83亿,210.08万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002236.SZ,大华股份,17.89,0.68%,开,740,486,0万元,0.74,32044.0,17.79亿,427.77万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,605011.SH,杭州热电,22.39,0.67%,开,530,279,0万元,0.53,4759.0,2.14亿,89.58万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300110.SZ,华仁药业,2.99,0.67%,开,530,564,0万元,0.53,1865.0,6.21亿,35.32万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000166.SZ,申万宏源,4.5,0.67%,开,150,385,0万元,0.15,15397.0,34.27亿,1014.10万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002109.SZ,ST兴化,3.01,0.67%,开,580,434,0万元,0.58,2242.0,7.47亿,38.42万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603020.SH,爱普股份,10.55,0.67%,开,490,163,0万元,0.49,1946.0,1.84亿,39.63万,5.6,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603167.SH,渤海轮渡,9.05,0.67%,开,240,225,0万元,0.24,1036.0,1.15亿,42.46万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603127.SH,昭衍新药,39.43,0.66%,开,2180,215,0万元,2.18,55035.0,13.76亿,248.55万,5.6,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000088.SZ,盐 田 港,4.55,0.66%,开,260,379,0万元,0.26,3732.0,8.21亿,143.91万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600221.SH,海航控股,1.52,0.66%,开,100,85,0万元,0.1,6610.0,43.69亿,651.25万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601225.SH,陕西煤业,24.55,0.66%,开,140,149,0万元,0.14,32924.0,13.42亿,2380.12万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688032.SH,禾迈股份,112.16,0.66%,开,810,309,0万元,0.81,11327.0,99.89亿,139.16万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600272.SH,开开实业,12.43,0.65%,开,420,102,0万元,0.42,836.0,6720.00万,19.89万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002103.SZ,广博股份,7.77,0.65%,开,620,433,0万元,0.62,1872.0,2.40亿,30.16万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300226.SZ,上海钢联,24.9,0.65%,开,950,600,0万元,0.95,7271.0,2.91亿,76.31万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000034.SZ,神州数码,29.83,0.64%,开,2460,372,0万元,2.46,62219.0,20.88亿,253.30万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300188.SZ,国投智能,12.63,0.64%,开,540,592,0万元,0.54,5899.0,4.65亿,108.05万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002004.SZ,华邦健康,4.75,0.64%,开,300,387,0万元,0.3,2663.0,5.59亿,89.46万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603073.SH,彩蝶实业,20.72,0.63%,开,1450,190,0万元,1.45,1540.0,7402.00万,10.54万,5.6,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002095.SZ,生 意 宝,15.95,0.63%,开,410,429,0万元,0.41,1662.0,1.04亿,40.15万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000028.SZ,国药一致,24.03,0.63%,开,140,368,0万元,0.14,1642.0,6833.00万,114.88万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601098.SH,中南传媒,11.27,0.63%,开,130,128,0万元,0.13,2575.0,2.29亿,202.41万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603223.SH,恒通股份,9.69,0.62%,开,620,253,0万元,0.62,4246.0,4.39亿,68.39万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600061.SH,国投资本,6.47,0.62%,开,190,31,0万元,0.19,7711.0,11.95亿,413.69万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002110.SZ,三钢闽光,3.24,0.62%,开,400,435,0万元,0.4,3185.0,9.76亿,78.70万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002277.SZ,友阿股份,6.48,0.62%,开,1260,506,0万元,1.26,11342.0,17.57亿,90.34万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688009.SH,中国通号,4.92,0.61%,开,120,303,0万元,0.12,5292.0,1072.94亿,424.15万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601188.SH,龙江交通,3.28,0.61%,开,650,145,0万元,0.65,2797.0,8.55亿,42.82万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603027.SH,千禾味业,8.2,0.61%,开,280,167,0万元,0.28,2922.0,3.55亿,102.47万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601088.SH,中国神华,46.13,0.61%,开,70,126,0万元,0.07,52432.0,11.39亿,7607.32万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603286.SH,日盈电子,67.92,0.61%,开,1700,272,0万元,1.7,13503.0,1.96亿,78.54万,5.6,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002250.SZ,联化科技,15.07,0.60%,开,530,495,0万元,0.53,7153.0,4.74亿,134.87万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600097.SH,开创国际,10.08,0.60%,开,550,40,0万元,0.55,1336.0,1.32亿,24.29万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002117.SZ,东港股份,10.1,0.60%,开,660,437,0万元,0.66,3491.0,3.46亿,52.88万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600235.SH,民丰特纸,6.74,0.60%,开,610,88,0万元,0.61,1458.0,2.15亿,23.68万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300180.SZ,华峰超纤,5.06,0.60%,开,450,589,0万元,0.45,3882.0,7.64亿,86.66万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688031.SH,星环科技-U,124.41,0.59%,开,1900,308,0万元,1.9,29053.0,230.27亿,150.71万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002291.SZ,遥望科技,6.84,0.59%,开,2400,510,0万元,2.4,14323.0,20.85亿,59.45万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002043.SZ,兔 宝 宝,13.8,0.58%,开,700,408,0万元,0.7,7800.0,5.69亿,111.44万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601077.SH,渝农商行,6.9,0.58%,开,90,124,0万元,0.09,5594.0,8.12亿,609.84万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002205.SZ,国统股份,14.07,0.57%,开,760,474,0万元,0.76,1999.0,1.40亿,26.15万,5.6,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603106.SH,恒银科技,8.8,0.57%,开,430,206,0万元,0.43,2001.0,2.26亿,45.81万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300294.SZ,博雅生物,16.12,0.56%,开,250,633,0万元,0.25,2047.0,1.27亿,81.28万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300272.SZ,开能健康,7.2,0.56%,开,540,620,0万元,0.54,1823.0,2.52亿,33.44万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603069.SH,海汽集团,18.08,0.56%,开,1110,188,0万元,1.11,6313.0,3.50亿,57.13万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002033.SZ,丽江股份,9.07,0.55%,开,1310,400,0万元,1.31,6557.0,7.22亿,49.84万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002012.SZ,凯恩股份,7.26,0.55%,开,1150,389,0万元,1.15,3895.0,5.37亿,33.95万,5.6,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603205.SH,健尔康,25.6,0.55%,开,580,242,0万元,0.58,620.0,2417.00万,10.58万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,605007.SH,五洲特纸,14.66,0.55%,开,390,277,0万元,0.39,2307.0,1.57亿,58.87万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300138.SZ,晨光生物,11.06,0.55%,开,320,570,0万元,0.32,1424.0,1.29亿,44.05万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300184.SZ,力源信息,14.77,0.54%,开,5400,591,0万元,5.4,84735.0,56.93亿,155.68万,5.6,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603128.SH,华贸物流,5.55,0.54%,开,280,216,0万元,0.28,2036.0,3.67亿,72.65万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000002.SZ,万  科Ａ,3.7,0.54%,开,430,358,0万元,0.43,15410.0,41.62亿,359.53万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300122.SZ,智飞生物,14.88,0.54%,开,370,566,0万元,0.37,7756.0,5.20亿,210.45万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002262.SZ,恩华药业,20.68,0.53%,开,400,500,0万元,0.4,7390.0,3.56亿,182.80万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000055.SZ,方大集团,3.76,0.53%,开,1480,377,0万元,1.48,3765.0,9.98亿,25.41万,5.6,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603018.SH,华设集团,7.61,0.53%,开,340,162,0万元,0.34,1757.0,2.30亿,52.04万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603284.SH,林平发展,45.72,0.53%,开,2290,271,0万元,2.29,1946.0,4222.00万,8.45万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600148.SH,长春一东,19.06,0.53%,开,440,61,0万元,0.44,1182.0,6178.00万,26.97万,5.6,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600089.SH,特变电工,26.9,0.52%,开,900,39,0万元,0.9,121943.0,45.40亿,1359.20万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600249.SH,两面针,5.77,0.52%,开,630,94,0万元,0.63,2010.0,3.48亿,31.73万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603022.SH,新通联,11.55,0.52%,开,940,165,0万元,0.94,2176.0,1.87亿,23.10万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603105.SH,芯能科技,9.75,0.52%,开,870,205,0万元,0.87,4222.0,4.33亿,48.75万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600056.SH,中国医药,9.98,0.50%,开,330,28,0万元,0.33,4980.0,4.99亿,149.24万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603221.SH,爱丽家居,12.05,0.50%,开,320,252,0万元,0.32,922.0,7636.00万,29.19万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002211.SZ,ST宏达,4.03,0.50%,开,730,478,0万元,0.73,1286.0,3.16亿,17.43万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300050.SZ,世纪鼎利,8.06,0.50%,开,3660,536,0万元,3.66,16172.0,19.91亿,43.89万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688111.SH,金山办公,254.45,0.50%,开,610,331,0万元,0.61,71815.0,281.07亿,1179.05万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603136.SH,天目湖,10.14,0.50%,开,410,218,0万元,0.41,1121.0,1.10亿,27.39万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603288.SH,海天味业,36.56,0.49%,开,100,273,0万元,0.1,20393.0,5.55亿,2032.96万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688184.SH,ST帕瓦,14.22,0.49%,开,760,349,0万元,0.76,1067.0,76.03亿,14.29万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688157.SH,松井股份,34.65,0.49%,开,450,341,0万元,0.45,2472.0,71.01亿,54.20万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688084.SH,晶品特装,63.64,0.49%,开,700,325,0万元,0.7,3383.0,52.69亿,48.15万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603043.SH,广州酒家,14.45,0.49%,开,190,177,0万元,0.19,1535.0,1.06亿,81.49万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600081.SH,东风科技,12.46,0.48%,开,1230,36,0万元,1.23,8541.0,6.82亿,68.91万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000069.SZ,华侨城Ａ,2.08,0.48%,开,230,378,0万元,0.23,3342.0,16.09亿,143.49万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603272.SH,*ST联翔,31.25,0.48%,开,1740,267,0万元,1.74,5604.0,1.80亿,32.38万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601022.SH,宁波远洋,8.48,0.47%,开,140,118,0万元,0.14,1611.0,1.89亿,110.97万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000037.SZ,深南电A,10.74,0.47%,开,2590,373,0万元,2.59,9364.0,8.79亿,36.40万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300275.SZ,梅安森,10.76,0.47%,开,960,622,0万元,0.96,2809.0,2.60亿,29.21万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603151.SH,邦基科技,15.08,0.47%,开,490,221,0万元,0.49,1266.0,8364.00万,25.80万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601186.SH,中国铁建,6.53,0.46%,开,390,143,0万元,0.39,29696.0,45.20亿,751.16万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603163.SH,圣晖集成,111.49,0.46%,开,2190,224,0万元,2.19,24287.0,2.19亿,111.49万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600006.SH,东风股份,6.61,0.46%,开,260,2,0万元,0.26,3503.0,5.28亿,132.20万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601139.SH,深圳燃气,6.63,0.45%,开,430,135,0万元,0.43,8149.0,12.27亿,190.73万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300051.SZ,琏升科技,15.48,0.45%,开,3080,537,0万元,3.08,17979.0,11.32亿,56.88万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002293.SZ,罗莱生活,11.11,0.45%,开,370,512,0万元,0.37,3346.0,3.02亿,91.83万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002230.SZ,科大讯飞,48.93,0.45%,开,1170,484,0万元,1.17,126384.0,25.71亿,1071.22万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
