日期,代码,名称,收盘价,涨跌幅,趋势,热度,热度排名,大单净额,量比,换手率,成交额,总市值,诊股综合评分,技术面评分,资金面评分,技术形态,买入信号,同花顺行业,最相关概念,所属概念数量
2026-05-19,002091.SZ,江苏国泰,9.0,0.45%,开,580,427,0万元,0.58,8443.0,9.34亿,143.84万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688165.SH,埃夫特-U,20.31,0.45%,开,1190,343,0万元,1.19,12657.0,622.63亿,105.97万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300054.SZ,鼎龙股份,72.97,0.44%,开,2370,539,0万元,2.37,127017.0,17.53亿,538.63万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600169.SH,ST太重,2.34,0.43%,开,130,71,0万元,0.13,1003.0,4.29亿,78.00万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002116.SZ,中国海诚,9.38,0.43%,开,150,436,0万元,0.15,663.0,7046.00万,43.15万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002161.SZ,远 望 谷,7.05,0.43%,开,2009,455,0万元,2.01,10637.0,14.90亿,52.14万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603028.SH,赛福天,9.52,0.42%,开,2500,168,0万元,2.5,6948.0,7.11亿,27.05万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603195.SH,公牛集团,43.03,0.42%,开,140,238,0万元,0.14,10826.0,2.50亿,774.83万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,605001.SH,威奥股份,7.2,0.42%,开,420,275,0万元,0.42,1193.0,1.65亿,28.29万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300218.SZ,安利股份,14.42,0.42%,开,670,599,0万元,0.67,2113.0,1.46亿,31.19万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601128.SH,常熟银行,7.22,0.42%,开,350,134,0万元,0.35,8492.0,11.76亿,239.45万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600117.SH,西宁特钢,2.42,0.41%,开,120,50,0万元,0.12,918.0,3.80亿,78.77万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300086.SZ,康芝药业,7.48,0.40%,开,930,555,0万元,0.93,3085.0,4.10亿,32.96万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600128.SH,苏豪弘业,9.98,0.40%,开,550,54,0万元,0.55,1355.0,1.35亿,24.63万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601016.SH,节能风电,5.01,0.40%,开,3250,114,0万元,3.25,97518.0,196.30亿,302.51万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601033.SH,永兴股份,15.04,0.40%,开,410,120,0万元,0.41,1463.0,9731.00万,36.10万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600177.SH,雅戈尔,7.53,0.40%,开,100,72,0万元,0.1,3535.0,4.69亿,339.11万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002200.SZ,*ST交投,7.55,0.40%,开,320,473,0万元,0.32,474.0,6247.00万,14.78万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603053.SH,成都燃气,10.08,0.40%,开,270,181,0万元,0.27,2424.0,2.41亿,89.60万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603238.SH,诺邦股份,15.14,0.40%,开,890,259,0万元,0.89,2393.0,1.57亿,26.87万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002264.SZ,新 华 都,7.63,0.39%,开,920,501,0万元,0.92,4639.0,6.05亿,49.96万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601169.SH,北京银行,5.19,0.39%,开,120,140,0万元,0.12,13288.0,25.64亿,1097.32万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002242.SZ,九阳股份,10.62,0.38%,开,470,489,0万元,0.47,3777.0,3.55亿,80.89万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688175.SH,高凌信息,34.57,0.38%,开,550,346,0万元,0.55,2451.0,70.79亿,44.70万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600036.SH,招商银行,37.61,0.37%,开,130,20,0万元,0.13,99675.0,26.50亿,7758.55万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000008.SZ,神州高铁,2.69,0.37%,开,430,360,0万元,0.43,3171.0,11.76亿,73.07万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600161.SH,天坛生物,13.57,0.37%,开,100,65,0万元,0.1,2611.0,1.92亿,268.33万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601108.SH,财通证券,8.21,0.37%,开,320,131,0万元,0.32,12284.0,14.86亿,381.25万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300235.SZ,方直科技,13.76,0.36%,开,940,603,0万元,0.94,2652.0,1.92亿,27.95万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002139.SZ,拓邦股份,11.11,0.36%,开,820,448,0万元,0.82,9823.0,8.80亿,119.00万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,605003.SH,众望布艺,27.8,0.36%,开,340,276,0万元,0.34,1042.0,3718.00万,30.58万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002005.SZ,ST德豪,2.78,0.36%,开,220,388,0万元,0.22,1082.0,3.89亿,48.70万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002239.SZ,奥特佳,2.81,0.36%,开,580,488,0万元,0.58,4354.0,15.44亿,75.37万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603176.SH,汇通集团,5.62,0.36%,开,340,229,0万元,0.34,877.0,1.55亿,25.95万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300075.SZ,数字政通,14.09,0.36%,开,970,549,0万元,0.97,7041.0,4.98亿,72.63万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600017.SH,日照港,2.83,0.35%,开,450,8,0万元,0.45,3886.0,13.72亿,87.04万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002027.SZ,分众传媒,5.77,0.35%,开,440,396,0万元,0.44,36576.0,63.14亿,833.31万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601163.SH,三角轮胎,14.5,0.35%,开,180,138,0万元,0.18,2068.0,1.42亿,116.00万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002247.SZ,聚力文化,2.91,0.34%,开,1800,493,0万元,1.8,3395.0,11.56亿,18.73万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603177.SH,德创环保,11.66,0.34%,开,910,230,0万元,0.91,2190.0,1.86亿,23.81万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300025.SZ,华星创业,5.88,0.34%,开,1100,524,0万元,1.1,3276.0,5.58亿,29.79万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603066.SH,音飞储存,11.78,0.34%,开,640,186,0万元,0.64,2215.0,1.88亿,34.65万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002185.SZ,华天科技,14.74,0.34%,开,3760,465,0万元,3.76,180541.0,122.94亿,481.44万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000017.SZ,深中华A,5.9,0.34%,开,470,364,0万元,0.47,1230.0,2.07亿,26.01万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600280.SH,中央商场,3.02,0.33%,开,330,106,0万元,0.33,1124.0,3.71亿,34.08万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603282.SH,亚光股份,18.17,0.33%,开,380,269,0万元,0.38,918.0,5026.00万,24.32万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300041.SZ,回天新材,12.16,0.33%,开,2320,531,0万元,2.32,15477.0,12.60亿,66.16万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688120.SH,华海清科,273.89,0.33%,开,1180,334,0万元,1.18,112378.0,418.58亿,968.62万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,605008.SH,长鸿高科,12.45,0.32%,开,250,278,0万元,0.25,2027.0,1.63亿,80.42万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601222.SH,林洋能源,6.24,0.32%,开,460,148,0万元,0.46,5891.0,9.41亿,127.37万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002129.SZ,TCL中环,9.39,0.32%,开,1410,442,0万元,1.41,53453.0,56.86亿,379.34万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002038.SZ,双鹭药业,6.27,0.32%,开,1120,404,0万元,1.12,6021.0,9.56亿,53.41万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300149.SZ,睿智医药,9.43,0.32%,开,750,576,0万元,0.75,3364.0,3.55亿,44.75万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300171.SZ,东富龙,12.61,0.32%,开,530,586,0万元,0.53,3757.0,2.96亿,70.95万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603232.SH,格尔软件,19.23,0.31%,开,950,257,0万元,0.95,4264.0,2.21亿,44.48万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600009.SH,上海机场,25.65,0.31%,开,160,4,0万元,0.16,8570.0,3.34亿,524.87万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601116.SH,三江购物,13.03,0.31%,开,830,133,0万元,0.83,5947.0,4.54亿,71.36万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300026.SZ,红日药业,3.32,0.30%,开,270,525,0万元,0.27,2738.0,8.23亿,99.64万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688139.SH,海尔生物,33.35,0.30%,开,500,337,0万元,0.5,5298.0,157.45亿,105.55万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603021.SH,*ST华鹏,6.69,0.30%,开,870,164,0万元,0.87,1854.0,2.78亿,21.40万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688078.SH,龙软科技,26.88,0.30%,开,430,321,0万元,0.43,846.0,31.40亿,19.59万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600248.SH,陕建股份,3.37,0.30%,开,90,93,0万元,0.09,1105.0,3.27亿,124.88万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300248.SZ,新开普,10.25,0.29%,开,2590,611,0万元,2.59,10919.0,10.61亿,41.93万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300020.SZ,ST银江,3.44,0.29%,开,730,522,0万元,0.73,1945.0,5.58亿,26.37万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603071.SH,物产环能,13.82,0.29%,开,110,189,0万元,0.11,822.0,5943.00万,77.11万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600278.SH,东方创业,7.04,0.28%,开,270,104,0万元,0.27,1640.0,2.32亿,60.58万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603208.SH,江山欧派,14.08,0.28%,开,310,244,0万元,0.31,779.0,5538.00万,24.76万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601099.SH,太平洋,3.58,0.28%,开,480,129,0万元,0.48,11613.0,32.38亿,244.02万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603122.SH,合富中国,14.35,0.28%,开,1260,214,0万元,1.26,7261.0,5.03亿,57.12万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000001.SZ,平安银行,10.89,0.28%,开,130,357,0万元,0.13,28035.0,25.74亿,2113.27万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300042.SZ,朗科科技,72.9,0.28%,开,12950,532,0万元,12.95,190394.0,25.95亿,146.08万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600129.SH,太极集团,14.61,0.27%,开,480,55,0万元,0.48,3879.0,2.65亿,80.56万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300056.SZ,中创环保,11.14,0.27%,开,1470,540,0万元,1.47,6287.0,5.65亿,42.91万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000012.SZ,南  玻Ａ,3.72,0.27%,开,280,362,0万元,0.28,2016.0,5.41亿,72.89万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002060.SZ,广东建工,3.73,0.27%,开,540,415,0万元,0.54,3129.0,8.41亿,58.29万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300070.SZ,碧水源,3.74,0.27%,开,300,546,0万元,0.3,3926.0,10.48亿,128.46万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002061.SZ,浙江交科,3.75,0.27%,开,140,416,0万元,0.14,1398.0,3.73亿,97.47万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002090.SZ,金智科技,11.27,0.27%,开,840,426,0万元,0.84,3764.0,3.33亿,44.52万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002152.SZ,广电运通,11.49,0.26%,开,410,454,0万元,0.41,11874.0,10.28亿,285.20万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002251.SZ,步步高,3.84,0.26%,开,960,496,0万元,0.96,7963.0,20.61亿,82.65万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000011.SZ,深物业A,7.84,0.26%,开,390,361,0万元,0.39,1599.0,2.03亿,41.28万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603210.SH,泰鸿万立,15.69,0.26%,开,330,245,0万元,0.33,1196.0,7615.00万,36.51万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,605050.SH,福然德,11.94,0.25%,开,160,282,0万元,0.16,919.0,7687.00万,58.84万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601065.SH,江盐集团,7.98,0.25%,开,170,123,0万元,0.17,849.0,1.06亿,51.29万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,605179.SH,一鸣食品,16.01,0.25%,开,150,296,0万元,0.15,976.0,6069.00万,64.20万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600196.SH,复星医药,24.12,0.25%,开,200,80,0万元,0.2,10201.0,4.22亿,510.98万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603101.SH,汇嘉时代,8.06,0.25%,开,890,202,0万元,0.89,3363.0,4.16亿,37.91万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600132.SH,重庆啤酒,52.85,0.25%,开,290,57,0万元,0.29,7511.0,1.42亿,255.78万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600138.SH,中青旅,8.41,0.24%,开,290,59,0万元,0.29,1741.0,2.07亿,60.87万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002162.SZ,悦心健康,4.21,0.24%,开,390,456,0万元,0.39,1524.0,3.60亿,38.67万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,000099.SZ,中信海直,16.91,0.24%,开,270,380,0万元,0.27,3496.0,2.06亿,131.18万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601179.SH,中国西电,17.16,0.23%,开,1080,142,0万元,1.08,94656.0,55.28亿,879.60万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300177.SZ,中海达,8.6,0.23%,开,810,588,0万元,0.81,4264.0,4.92亿,52.14万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600179.SH,安通控股,4.37,0.23%,开,530,74,0万元,0.53,8911.0,20.49亿,168.78万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002058.SZ,*ST威尔,26.32,0.23%,开,600,413,0万元,0.6,2272.0,8640.00万,37.67万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601026.SH,道生天合,17.73,0.23%,开,1080,119,0万元,1.08,2131.0,1.20亿,19.70万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603213.SH,镇洋发展,13.51,0.22%,开,150,247,0万元,0.15,886.0,6567.00万,59.71万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600258.SH,首旅酒店,13.57,0.22%,开,410,97,0万元,0.41,6240.0,4.59亿,151.52万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002144.SZ,宏达高科,13.61,0.22%,开,1190,451,0万元,1.19,2252.0,1.64亿,18.73万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002059.SZ,云南旅游,4.6,0.22%,开,210,414,0万元,0.21,961.0,2.09亿,45.22万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603137.SH,恒尚节能,13.88,0.22%,开,370,219,0万元,0.37,947.0,6817.00万,25.39万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300287.SZ,飞利信,4.63,0.22%,开,1340,628,0万元,1.34,8252.0,17.71亿,61.04万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002214.SZ,*ST大立,18.68,0.21%,开,280,480,0万元,0.28,2527.0,1.36亿,89.37万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603193.SH,润本股份,23.56,0.21%,开,810,237,0万元,0.81,1978.0,8361.00万,24.35万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601008.SH,连云港,4.75,0.21%,开,220,112,0万元,0.22,1285.0,2.69亿,58.93万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,605089.SH,味知香,23.77,0.21%,开,220,286,0万元,0.22,712.0,2978.00万,32.80万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,605259.SH,绿田机械,19.06,0.21%,开,370,299,0万元,0.37,1221.0,6390.00万,32.87万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002016.SZ,世荣兆业,5.0,0.20%,开,310,392,0万元,0.31,1266.0,2.52亿,40.45万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300146.SZ,汤臣倍健,10.08,0.20%,开,310,574,0万元,0.31,3507.0,3.46亿,112.97万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300160.SZ,秀强股份,5.08,0.20%,开,240,581,0万元,0.24,944.0,1.85亿,38.72万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300155.SZ,安居宝,5.21,0.19%,开,990,579,0万元,0.99,1707.0,3.25亿,17.16万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600066.SH,宇通客车,31.77,0.19%,开,190,32,0万元,0.19,13238.0,4.17亿,703.37万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002252.SZ,上海莱士,5.41,0.19%,开,100,497,0万元,0.1,3502.0,6.46亿,358.89万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600078.SH,澄星股份,16.25,0.18%,开,3610,34,0万元,3.61,39093.0,23.89亿,107.67万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603025.SH,大豪科技,16.38,0.18%,开,450,166,0万元,0.45,8217.0,4.98亿,181.68万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300043.SZ,星辉娱乐,5.49,0.18%,开,1090,533,0万元,1.09,7452.0,13.51亿,68.27万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300039.SZ,上海凯宝,5.57,0.18%,开,230,529,0万元,0.23,1200.0,2.15亿,51.07万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002035.SZ,华帝股份,5.58,0.18%,开,320,401,0万元,0.32,1398.0,2.50亿,43.64万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002014.SZ,永新股份,11.35,0.18%,开,170,390,0万元,0.17,1140.0,1.01亿,68.41万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600287.SH,苏豪时尚,5.69,0.18%,开,310,109,0万元,0.31,765.0,1.34亿,24.85万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,605268.SH,王力安防,11.46,0.17%,开,480,301,0万元,0.48,2425.0,2.12亿,50.49万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002187.SZ,广百股份,5.84,0.17%,开,550,467,0万元,0.55,2255.0,3.84亿,40.93万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600106.SH,重庆路桥,5.88,0.17%,开,340,46,0万元,0.34,2690.0,4.58亿,78.15万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600079.SH,ST人福,17.95,0.17%,开,170,35,0万元,0.17,4731.0,2.63亿,277.00万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603092.SH,德力佳,75.22,0.16%,开,2800,197,0万元,2.8,7355.0,9696.00万,26.00万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601238.SH,广汽集团,6.44,0.16%,开,90,152,0万元,0.09,4167.0,6.45亿,475.51万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603035.SH,常熟汽饰,12.96,0.15%,开,340,172,0万元,0.34,1608.0,1.24亿,47.48万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600228.SH,*ST返利,6.54,0.15%,开,310,86,0万元,0.31,839.0,1.28亿,27.21万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300176.SZ,鸿特科技,6.65,0.15%,开,960,587,0万元,0.96,2494.0,3.72亿,25.75万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603262.SH,技源集团,26.6,0.15%,开,1910,264,0万元,1.91,2042.0,7655.00万,10.64万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002209.SZ,达 意 隆,13.61,0.15%,开,1390,477,0万元,1.39,2975.0,2.17亿,21.27万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,688118.SH,普元信息,27.37,0.15%,开,920,333,0万元,0.92,2372.0,86.04亿,25.54万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300270.SZ,中威电子,13.95,0.14%,开,1440,618,0万元,1.44,5285.0,3.77亿,36.40万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,002223.SZ,鱼跃医疗,28.12,0.14%,开,350,482,0万元,0.35,9436.0,3.34亿,264.97万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,300011.SZ,鼎汉技术,7.05,0.14%,开,420,519,0万元,0.42,1496.0,2.11亿,35.76万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,603107.SH,上海汽配,14.36,0.14%,开,260,207,0万元,0.26,815.0,5652.00万,31.33万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,601007.SH,金陵饭店,7.29,0.14%,开,560,111,0万元,0.56,1601.0,2.19亿,28.43万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,605122.SH,四方新材,14.66,0.14%,开,560,290,0万元,0.56,1422.0,9706.00万,25.27万,5.5,6.0,4.0,价升||阴线,行情收盘价上穿5日,未分类,未分类,10
2026-05-19,600098.SH,广州发展,7.47,0.13%,开,430,41,0万元,0.43,11159.0,14.97亿,261.89万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
