日期,代码,名称,市场板块,收盘价,涨跌幅,趋势,热度,热度排名,大单净额,量比,换手率,成交额,成交量(手),昨日成交量(手),成交量对比,量能状态,总市值,诊股综合评分,技术面评分,资金面评分,技术形态,买入信号,同花顺行业,最相关概念,所属概念数量
2026-05-22,300476.SZ,胜宏科技,创业板,359.73,8.55%,开,16666432,1,0万元,1.96,1652369.0,46.30亿,463010,472732,-2.06%,正常,3112.37万,6.4,6.4,4.6,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603986.SH,兆易创新,沪市主板,444.78,2.98%,开,14815640,2,0万元,1.03,1470073.0,32.62亿,326186,632398,-48.42%,缩量,2970.44万,5.8,6.1,4.2,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002384.SZ,东山精密,深市主板,219.55,6.08%,开,10570770,3,0万元,1.07,1044038.0,48.28亿,482768,899478,-46.33%,缩量,3043.67万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688008.SH,澜起科技,科创板,269.0,2.61%,开,10339475,4,0万元,0.68,1022645.0,3784.18亿,37841830,112004367,-66.21%,缩量,3083.89万,5.8,6.1,4.2,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300308.SZ,中际旭创,创业板,1018.06,2.49%,开,9881922,5,0万元,0.81,976948.0,9.59亿,95863,237726,-59.68%,缩量,1.13亿,5.7,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300502.SZ,新易盛,创业板,579.84,2.45%,开,8717836,6,0万元,0.91,860561.0,14.87亿,148653,328097,-54.69%,缩量,5144.80万,5.7,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600584.SH,长电科技,沪市主板,68.32,2.21%,开,8704281,7,0万元,0.82,859321.0,128.62亿,1286227,3125058,-58.84%,缩量,1222.53万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002463.SZ,沪电股份,深市主板,111.92,7.93%,开,8560243,8,0万元,1.96,842061.0,75.41亿,754120,770834,-2.17%,正常,2152.01万,6.3,6.4,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000988.SZ,华工科技,深市主板,154.69,0.47%,开,7362240,9,0万元,0.77,725987.0,46.50亿,464996,1211819,-61.63%,缩量,1554.61万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300274.SZ,阳光电源,创业板,166.29,0.55%,开,7190561,10,0万元,0.74,708781.0,41.95亿,419466,1133162,-62.98%,缩量,2644.04万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300394.SZ,天孚通信,创业板,352.68,4.59%,开,7154198,11,0万元,0.96,703126.0,20.06亿,200616,418305,-52.04%,缩量,2742.43万,6.0,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688256.SH,寒武纪,科创板,1292.05,0.09%,开,6647415,12,0万元,0.66,654697.0,505.09亿,5050910,15339509,-67.07%,缩量,8117.86万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603435.SH,N嘉德,沪市主板,140.8,793.40%,开,6293115,13,0万元,0.0,222611.0,22.63亿,226320,0,0%,缩量,50.25万,84.8,45.7,56.9,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601138.SH,工业富联,沪市主板,66.32,1.25%,开,5968039,14,0万元,0.85,586178.0,88.94亿,889365,2096550,-57.58%,缩量,1.32亿,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002475.SZ,立讯精密,深市主板,70.67,4.13%,开,5940517,15,0万元,0.85,581989.0,82.75亿,827531,1947986,-57.52%,缩量,5137.20万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002407.SZ,多氟多,深市主板,42.95,5.24%,开,5260929,16,0万元,0.85,513471.0,123.22亿,1232196,2896919,-57.47%,缩量,463.33万,6.0,6.3,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600522.SH,中天科技,沪市主板,43.34,3.44%,开,5082373,17,0万元,0.75,496519.0,115.02亿,1150177,3085398,-62.72%,缩量,1479.17万,5.8,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688525.SH,佰维存储,科创板,304.93,1.31%,开,4964108,18,0万元,0.0,485758.0,1572.29亿,15722930,0,0%,缩量,1435.72万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600183.SH,生益科技,沪市主板,106.85,8.82%,开,4951548,19,0万元,1.25,480745.0,45.52亿,455164,726707,-37.37%,缩量,2558.52万,6.4,6.4,4.6,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301308.SZ,江波龙,创业板,543.77,0.88%,开,4652474,20,0万元,0.89,454805.0,8.24亿,82381,185749,-55.65%,缩量,1532.63万,5.6,6.0,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300750.SZ,宁德时代,创业板,413.7,0.50%,开,4417134,21,0万元,0.62,431462.0,10.45亿,104471,338672,-69.15%,缩量,1.76亿,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300408.SZ,三环集团,创业板,108.84,10.53%,开,4325075,22,0万元,1.5,417242.0,37.76亿,377602,503859,-25.06%,正常,2035.09万,6.6,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600487.SH,亨通光电,沪市主板,70.26,0.52%,开,4172115,23,0万元,0.71,406954.0,57.52亿,575171,1630204,-64.72%,缩量,1717.98万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002436.SZ,兴森科技,深市主板,35.06,5.32%,开,4161454,24,0万元,1.0,403487.0,114.34亿,1143409,2285549,-49.97%,缩量,532.19万,6.0,6.3,4.4,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002428.SZ,云南锗业,深市主板,85.5,2.03%,开,3801563,25,0万元,0.89,369142.0,42.59亿,425950,958975,-55.58%,缩量,558.35万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603228.SH,景旺电子,沪市主板,82.5,10.00%,开,3567400,26,0万元,1.46,341740.0,41.71亿,417077,571667,-27.04%,正常,805.03万,6.5,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300395.SZ,菲利华,创业板,134.78,4.97%,开,3498054,27,0万元,1.16,337321.0,25.05亿,250525,430655,-41.83%,缩量,689.41万,6.0,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002916.SZ,深南电路,深市主板,371.73,8.10%,开,3491233,28,0万元,1.26,335074.0,9.03亿,90309,142900,-36.80%,缩量,2471.30万,6.3,6.4,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600176.SH,中国巨石,沪市主板,37.18,4.67%,开,3407667,29,0万元,0.98,328430.0,88.16亿,881604,1800636,-51.04%,缩量,1488.37万,6.0,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301526.SZ,国际复材,创业板,19.35,8.65%,开,3394824,30,0万元,1.8,325159.0,168.29亿,1682915,1873542,-10.17%,正常,271.75万,6.4,6.4,4.6,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688347.SH,华虹公司,科创板,172.19,1.89%,开,3343267,31,0万元,0.88,323383.0,1898.08亿,18980794,43172922,-56.04%,缩量,702.10万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000021.SZ,深科技,深市主板,36.45,0.22%,开,3288949,32,0万元,0.69,318785.0,86.81亿,868130,2510973,-65.43%,缩量,573.74万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000657.SZ,中钨高新,深市主板,59.74,5.34%,开,3225324,33,0万元,1.01,309861.0,52.00亿,520030,1030059,-49.51%,缩量,867.98万,6.0,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688027.SH,国盾量子,科创板,596.0,10.61%,开,3182659,34,0万元,2.51,302962.0,507.49亿,5074931,4048483,+25.35%,正常,479.03万,6.6,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600895.SH,张江高科,沪市主板,40.0,7.21%,开,3177639,35,0万元,1.33,304159.0,77.21亿,772111,1161153,-33.50%,缩量,619.48万,6.2,6.4,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300285.SZ,国瓷材料,创业板,46.26,11.39%,开,3171346,36,0万元,1.76,301440.0,65.69亿,656905,747919,-12.17%,正常,394.91万,6.6,6.6,4.8,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601899.SH,紫金矿业,沪市主板,30.44,1.50%,开,3162872,37,0万元,0.68,305537.0,100.74亿,1007442,2956155,-65.92%,缩量,6271.19万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601991.SH,大唐发电,沪市主板,7.07,0.28%,开,3125418,38,0万元,0.91,302400.0,437.22亿,4372203,9645388,-54.67%,缩量,876.40万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000066.SZ,中国长城,深市主板,20.45,0.74%,开,3125164,39,0万元,0.73,302147.0,146.07亿,1460729,4029551,-63.75%,缩量,659.62万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603256.SH,宏和科技,沪市主板,159.37,10.00%,开,3034076,40,0万元,1.28,288407.0,18.37亿,183717,287969,-36.20%,缩量,1402.02万,6.5,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603667.SH,五洲新春,沪市主板,86.99,2.66%,开,2975925,41,0万元,1.06,286265.0,33.26亿,332563,627500,-47.00%,缩量,318.56万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300475.SZ,香农芯创,创业板,180.6,1.60%,开,2960966,42,0万元,0.72,285295.0,15.70亿,156975,434935,-63.91%,缩量,812.76万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600578.SH,京能电力,沪市主板,8.64,5.62%,开,2960477,43,0万元,1.24,283236.0,338.89亿,3388878,5474999,-38.10%,缩量,578.42万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002709.SZ,天赐材料,深市主板,58.31,1.04%,开,2929958,44,0万元,0.64,282476.0,49.32亿,493222,1551109,-68.20%,缩量,879.90万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300620.SZ,光库科技,创业板,264.37,5.79%,开,2816131,45,0万元,1.37,268718.0,10.11亿,101110,147367,-31.39%,缩量,653.27万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300179.SZ,四方达,创业板,32.35,19.73%,开,2747500,46,0万元,2.76,254887.0,81.61亿,816077,591608,+37.94%,正常,120.98万,7.5,7.0,5.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603005.SH,晶方科技,沪市主板,37.17,3.02%,开,2651345,47,0万元,0.75,253624.0,69.91亿,699052,1876146,-62.74%,缩量,242.41万,5.8,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603629.SH,利通电子,沪市主板,180.81,0.67%,开,2618610,48,0万元,1.01,251527.0,13.82亿,138212,274507,-49.65%,缩量,466.55万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300857.SZ,协创数据,创业板,261.99,1.55%,开,2585812,49,0万元,0.81,247808.0,9.45亿,94543,233405,-59.49%,缩量,1262.96万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002600.SZ,领益智造,深市主板,16.07,3.54%,开,2580489,50,0万元,0.83,246277.0,155.66亿,1556631,3733515,-58.31%,缩量,1156.99万,5.9,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603019.SH,中科曙光,沪市主板,93.6,0.38%,开,2574296,51,0万元,0.63,247242.0,26.34亿,263351,835662,-68.49%,缩量,1369.09万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600186.SH,莲花控股,沪市主板,11.75,10.02%,开,2554963,52,0万元,1.49,240487.0,207.02亿,2070177,2776940,-25.45%,正常,209.18万,6.5,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688521.SH,芯原股份,科创板,273.71,0.06%,开,2498220,53,0万元,0.0,239791.0,871.43亿,8714256,0,0%,缩量,1439.48万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002421.SZ,达实智能,深市主板,4.19,5.81%,开,2347070,54,0万元,1.16,221803.0,537.36亿,5373584,9256905,-41.95%,缩量,83.94万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688498.SH,源杰科技,科创板,1059.98,2.11%,开,2324847,55,0万元,0.8,221428.0,206.66亿,2066578,5181781,-60.12%,缩量,1302.63万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301511.SZ,德福科技,创业板,106.24,8.13%,开,2315921,56,0万元,1.04,217526.0,20.73亿,207307,400212,-48.20%,缩量,398.01万,6.3,6.4,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002920.SZ,德赛西威,深市主板,106.67,0.52%,开,2293201,57,0万元,1.28,219061.0,20.36亿,203614,319294,-36.23%,缩量,636.42万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002342.SZ,巨力索具,深市主板,13.17,2.97%,开,2270415,58,0万元,1.1,215556.0,164.00亿,1639996,2992139,-45.19%,缩量,125.73万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002273.SZ,水晶光电,深市主板,38.85,5.94%,开,2259584,59,0万元,0.76,212986.0,55.98亿,559761,1469169,-61.90%,缩量,529.17万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603459.SH,红板科技,沪市主板,103.88,8.20%,开,2248975,60,0万元,0.0,210799.0,20.88亿,208798,0,0%,缩量,82.12万,6.3,6.4,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002297.SZ,博云新材,深市主板,25.24,2.14%,开,2225974,61,0万元,0.93,211525.0,84.68亿,846795,1828777,-53.70%,缩量,144.65万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600601.SH,方正科技,沪市主板,12.36,6.28%,开,2215664,62,0万元,1.34,208428.0,169.17亿,1691698,2517951,-32.81%,缩量,515.45万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000063.SZ,中兴通讯,深市主板,34.96,0.37%,开,2154276,63,0万元,0.69,205241.0,58.50亿,584954,1683552,-65.25%,缩量,1408.06万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300223.SZ,北京君正,创业板,133.76,2.33%,开,2147607,64,0万元,0.86,203598.0,15.15亿,151453,352651,-57.05%,缩量,562.56万,5.7,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002015.SZ,协鑫能科,深市主板,21.47,6.60%,开,2138138,65,0万元,1.53,200512.0,95.61亿,956069,1250530,-23.55%,正常,348.53万,6.2,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002080.SZ,中材科技,深市主板,68.89,6.31%,开,2133728,66,0万元,1.27,200217.0,29.05亿,290456,456767,-36.41%,缩量,1156.06万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688234.SH,天岳先进,科创板,146.16,4.69%,开,2126308,67,0万元,0.0,200285.0,1341.92亿,13419244,0,0%,缩量,628.07万,6.0,6.2,4.3,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603083.SH,剑桥科技,沪市主板,185.01,3.25%,开,2120409,68,0万元,0.74,200417.0,10.92亿,109185,295482,-63.05%,缩量,509.87万,5.8,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600105.SH,永鼎股份,沪市主板,47.0,1.53%,开,2106999,69,0万元,0.6,199933.0,42.41亿,424090,1410460,-69.93%,缩量,687.14万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002703.SZ,浙江世宝,深市主板,20.68,3.82%,开,2104186,70,0万元,2.76,198511.0,94.67亿,946654,685594,+38.08%,正常,121.19万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688183.SH,生益电子,科创板,104.95,5.74%,开,2073205,71,0万元,1.26,194449.0,1851.70亿,18516984,29365125,-36.94%,缩量,873.00万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603179.SH,新泉股份,沪市主板,63.4,2.36%,开,2072775,72,0万元,0.86,196099.0,31.02亿,310188,725517,-57.25%,缩量,452.80万,5.7,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600498.SH,烽火通信,沪市主板,54.48,0.81%,开,2051991,73,0万元,0.7,194792.0,35.34亿,353392,1005463,-64.85%,缩量,692.78万,5.6,6.0,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300124.SZ,汇川技术,创业板,77.97,0.26%,开,2047995,74,0万元,0.75,194671.0,24.97亿,249716,667756,-62.60%,缩量,1879.20万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000417.SZ,合百集团,深市主板,9.75,4.73%,开,2025470,75,0万元,1.61,190184.0,190.15亿,1901541,2358536,-19.38%,正常,75.96万,6.0,6.2,4.3,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688048.SH,长光华芯,科创板,360.88,1.10%,开,1970976,76,0万元,0.62,186550.0,514.00亿,5139950,16681009,-69.19%,缩量,636.16万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600160.SH,巨化股份,沪市主板,35.23,8.13%,开,1941659,77,0万元,2.44,180099.0,52.52亿,525165,429686,+22.22%,正常,951.12万,6.3,6.4,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600111.SH,北方稀土,沪市主板,50.97,0.49%,开,1930244,78,0万元,0.54,182778.0,35.84亿,358352,1327248,-73.00%,缩量,1842.60万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603738.SH,泰晶科技,沪市主板,50.99,8.19%,开,1928460,79,0万元,1.37,178751.0,35.49亿,354936,516979,-31.34%,缩量,196.76万,6.3,6.4,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601869.SH,长飞光纤,沪市主板,379.04,0.86%,开,1924590,80,0万元,0.69,182028.0,4.77亿,47689,137435,-65.30%,缩量,1540.18万,5.6,6.0,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601208.SH,东材科技,沪市主板,49.65,4.13%,开,1894548,81,0万元,0.86,177389.0,35.85亿,358544,837584,-57.19%,缩量,501.56万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300903.SZ,科翔股份,创业板,77.77,9.23%,开,1877267,82,0万元,1.34,173113.0,22.58亿,225780,336652,-32.93%,缩量,255.39万,6.4,6.5,4.6,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600330.SH,天通股份,沪市主板,28.43,3.38%,开,1869619,83,0万元,0.88,175271.0,61.55亿,615480,1403608,-56.15%,缩量,350.67万,5.8,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300316.SZ,晶盛机电,创业板,54.72,4.41%,开,1849707,84,0万元,1.28,172767.0,31.05亿,310524,486506,-36.17%,缩量,673.91万,5.9,6.2,4.3,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603920.SH,世运电路,沪市主板,66.44,4.89%,开,1840141,85,0万元,0.95,171567.0,26.17亿,261725,550946,-52.50%,缩量,478.76万,6.0,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601975.SH,招商南油,沪市主板,5.79,1.05%,开,1824815,86,0万元,0.0,171958.0,298.40亿,2984019,0,0%,缩量,270.99万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688322.SH,奥比中光-W,科创板,113.99,4.01%,开,1824657,87,0万元,0.0,170463.0,1499.62亿,14996206,0,0%,缩量,363.26万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603936.SH,博敏电子,沪市主板,22.02,7.21%,开,1822627,88,0万元,1.5,168660.0,76.74亿,767409,1020864,-24.83%,正常,138.81万,6.2,6.4,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300209.SZ,行云科技,创业板,29.26,5.56%,开,1819377,89,0万元,1.17,169160.0,57.98亿,579781,993357,-41.63%,缩量,214.93万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301269.SZ,华大九天,创业板,104.94,7.94%,开,1802813,90,0万元,1.63,166311.0,16.11亿,161066,198180,-18.73%,正常,572.38万,6.3,6.4,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300373.SZ,扬杰科技,创业板,83.96,8.18%,开,1776059,91,0万元,1.43,163515.0,19.90亿,199033,279160,-28.70%,正常,455.18万,6.3,6.4,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300672.SZ,国科微,创业板,264.5,1.76%,开,1775590,92,0万元,0.72,166678.0,6.25亿,62514,174224,-64.12%,缩量,556.34万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688308.SH,欧科亿,科创板,127.88,12.18%,开,1772707,93,0万元,1.34,161183.0,1301.20亿,13012002,19405021,-32.95%,缩量,203.05万,6.7,6.6,4.8,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600396.SH,华电辽能,沪市主板,14.54,2.18%,开,1750012,94,0万元,1.07,163912.0,115.18亿,1151829,2151487,-46.46%,缩量,214.13万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301217.SZ,铜冠铜箔,创业板,87.92,6.02%,开,1743745,95,0万元,1.14,161366.0,18.51亿,185108,325049,-43.05%,缩量,728.87万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002931.SZ,锋龙股份,深市主板,65.54,9.16%,开,1738702,96,0万元,2.71,159290.0,25.51亿,255132,188332,+35.47%,正常,131.90万,6.4,6.5,4.6,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002837.SZ,英维克,深市主板,102.1,1.56%,开,1736678,97,0万元,0.47,162887.0,15.91亿,159146,670459,-76.26%,缩量,884.96万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301013.SZ,利和兴,创业板,38.8,8.68%,开,1733497,98,0万元,1.07,159008.0,41.53亿,415265,778731,-46.67%,缩量,73.43万,6.4,6.4,4.6,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600703.SH,三安光电,沪市主板,15.92,1.40%,开,1733046,99,0万元,0.63,162604.0,101.88亿,1018752,3243008,-68.59%,缩量,794.25万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002980.SZ,华盛昌,深市主板,116.38,10.00%,开,1729590,100,0万元,1.67,157959.0,13.94亿,139385,166784,-16.43%,正常,117.88万,6.5,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000977.SZ,浪潮信息,深市主板,66.64,0.50%,开,1696498,101,0万元,0.54,159401.0,23.84亿,238399,885705,-73.08%,缩量,977.50万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002245.SZ,蔚蓝锂芯,深市主板,19.6,5.66%,开,1695441,102,0万元,0.9,156714.0,81.92亿,819228,1810742,-54.76%,缩量,314.89万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300782.SZ,卓胜微,创业板,124.84,3.15%,开,1673089,103,0万元,0.69,155735.0,12.57亿,125723,362016,-65.27%,缩量,559.59万,5.8,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002272.SZ,川润股份,深市主板,23.42,4.32%,开,1648843,104,0万元,0.85,152724.0,66.58亿,665823,1567260,-57.52%,缩量,95.58万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002241.SZ,歌尔股份,深市主板,25.05,0.44%,开,1630505,105,0万元,0.74,152830.0,61.47亿,614700,1661069,-62.99%,缩量,787.37万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603993.SH,洛阳钼业,沪市主板,18.02,2.15%,开,1610230,106,0万元,0.83,149946.0,83.60亿,836039,2008529,-58.38%,缩量,3146.44万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600563.SH,法拉电子,沪市主板,167.1,5.52%,开,1602145,107,0万元,0.78,147455.0,8.88亿,88818,228825,-61.19%,缩量,375.98万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603799.SH,华友钴业,沪市主板,57.69,2.18%,开,1596572,108,0万元,0.87,148568.0,25.99亿,259921,598491,-56.57%,缩量,1088.96万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002432.SZ,九安医疗,深市主板,77.31,6.47%,开,1595074,109,0万元,0.82,146271.0,19.40亿,193967,471277,-58.84%,缩量,359.10万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,605376.SH,博迁新材,沪市主板,153.3,10.00%,开,1582594,110,0万元,1.02,143258.0,9.38亿,93829,183576,-48.89%,缩量,401.03万,6.5,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603688.SH,石英股份,沪市主板,73.06,0.68%,开,1581476,111,0万元,0.86,147810.0,20.03亿,200287,468255,-57.23%,缩量,395.75万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300751.SZ,迈为股份,创业板,283.61,2.44%,开,1577328,112,0万元,0.74,146512.0,5.20亿,51982,140406,-62.98%,缩量,546.94万,5.7,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688766.SH,普冉股份,科创板,401.19,3.58%,开,1577305,113,0万元,0.85,145940.0,363.88亿,3638766,8553569,-57.46%,缩量,593.96万,5.9,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
