日期,代码,名称,市场板块,收盘价,涨跌幅,趋势,热度,热度排名,大单净额,量比,换手率,成交额,成交量(手),昨日成交量(手),成交量对比,量能状态,总市值,诊股综合评分,技术面评分,资金面评分,技术形态,买入信号,同花顺行业,最相关概念,所属概念数量
2026-05-22,301123.SZ,奕东电子,创业板,76.8,4.35%,开,630379,393,0万元,0.93,50864.0,6.68亿,66830,143734,-53.50%,缩量,126.75万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688150.SH,莱特光电,科创板,67.1,4.03%,开,630175,394,0万元,1.01,51002.0,758.25亿,7582532,15025560,-49.54%,缩量,270.04万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000969.SZ,安泰科技,深市主板,22.37,0.90%,开,628540,395,0万元,0.64,52403.0,23.35亿,233495,732445,-68.12%,缩量,232.95万,5.6,6.0,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301531.SZ,春光集团,创业板,90.98,1.20%,开,628536,396,0万元,0.0,52253.0,5.69亿,56898,0,0%,缩量,42.65万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000815.SZ,美利云,深市主板,18.7,0.27%,开,628520,397,0万元,0.7,52718.0,28.19亿,281854,807717,-65.10%,缩量,130.01万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002842.SZ,翔鹭钨业,深市主板,32.58,1.81%,开,627972,398,0万元,0.76,51891.0,15.87亿,158706,420144,-62.23%,缩量,87.47万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300819.SZ,聚杰微纤,创业板,81.71,6.63%,开,626316,399,0万元,1.19,49317.0,6.09亿,60878,102002,-40.32%,缩量,110.11万,6.2,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002645.SZ,华宏科技,深市主板,28.94,1.79%,开,621919,400,0万元,0.75,51295.0,17.60亿,176010,469357,-62.50%,缩量,161.75万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300975.SZ,商络电子,创业板,22.16,2.50%,开,620938,401,0万元,0.72,50845.0,22.96亿,229620,640670,-64.16%,缩量,109.04万,5.7,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301379.SZ,天山电子,创业板,33.46,3.62%,开,619977,402,0万元,0.92,50186.0,14.83亿,148344,321501,-53.86%,缩量,51.45万,5.9,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300724.SZ,捷佳伟创,创业板,86.76,0.01%,开,619447,403,0万元,0.7,51939.0,5.93亿,59309,170392,-65.19%,缩量,249.62万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600547.SH,山东黄金,沪市主板,29.82,0.74%,开,619226,404,0万元,0.74,51551.0,17.30亿,173028,467793,-63.01%,缩量,1077.83万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300747.SZ,锐科激光,创业板,38.08,0.71%,开,618530,405,0万元,0.59,51496.0,13.43亿,134326,454354,-70.44%,缩量,198.77万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688559.SH,海目星,科创板,68.99,2.79%,开,618390,406,0万元,0.7,50446.0,733.49亿,7334899,21032995,-65.13%,缩量,170.93万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002001.SZ,新 和 成,深市主板,31.55,2.97%,开,616479,407,0万元,1.34,50163.0,15.98亿,159816,238019,-32.86%,缩量,958.13万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688323.SH,瑞华泰,科创板,39.75,1.51%,开,615113,408,0万元,0.7,50758.0,1274.39亿,12743881,36543177,-65.13%,缩量,71.55万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603278.SH,大业股份,沪市主板,14.37,3.68%,开,612908,409,0万元,0.98,49451.0,34.23亿,342309,697203,-50.90%,缩量,49.11万,5.9,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688610.SH,埃科光电,科创板,202.48,14.41%,开,612222,410,0万元,1.08,44018.0,228.22亿,2282241,4225612,-45.99%,缩量,82.88万,6.9,6.7,5.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688170.SH,德龙激光,科创板,77.49,0.01%,开,609154,411,0万元,0.81,50909.0,650.89亿,6508885,16134919,-59.66%,缩量,80.09万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603659.SH,璞泰来,沪市主板,31.91,0.60%,开,604854,412,0万元,0.6,50186.0,15.78亿,157846,527453,-70.07%,缩量,681.72万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301012.SZ,扬电科技,创业板,40.7,1.47%,开,602444,413,0万元,0.87,49509.0,11.91亿,119079,274476,-56.62%,缩量,80.16万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300814.SZ,中富电路,创业板,131.85,3.62%,开,600705,414,0万元,0.94,48259.0,3.67亿,36666,78100,-53.05%,缩量,252.40万,5.9,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300243.SZ,瑞丰高材,创业板,19.15,10.12%,开,600113,415,0万元,2.08,44951.0,23.66亿,236617,227232,+4.13%,正常,41.14万,6.5,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600000.SH,浦发银行,沪市主板,8.97,1.24%,开,597677,416,0万元,1.34,49147.0,55.37亿,553749,825488,-32.92%,缩量,2987.53万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688502.SH,茂莱光学,科创板,526.24,0.49%,开,595664,417,0万元,0.74,49322.0,94.63亿,946276,2540857,-62.76%,缩量,277.85万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600577.SH,精达股份,沪市主板,14.36,1.20%,开,595370,418,0万元,0.63,48938.0,33.93亿,339303,1075119,-68.44%,缩量,308.90万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002380.SZ,科远智慧,深市主板,49.94,5.47%,开,593509,419,0万元,1.06,46616.0,9.46亿,94577,178340,-46.97%,缩量,71.02万,6.0,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000510.SZ,新金路,深市主板,14.94,10.01%,开,592473,420,0万元,1.08,44240.0,30.46亿,304584,566582,-46.24%,缩量,90.63万,6.5,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688001.SH,华兴源创,科创板,67.78,1.51%,开,590033,421,0万元,0.62,48247.0,711.05亿,7110532,23053119,-69.16%,缩量,319.63万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600157.SH,永泰能源,沪市主板,1.72,0.58%,开,589543,422,0万元,0.7,48662.0,283.44亿,2834436,8124064,-65.11%,缩量,375.27万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603605.SH,珀莱雅,沪市主板,58.66,5.94%,开,589289,423,0万元,4.03,45958.0,7.84亿,78414,38923,+101.46%,放量,232.28万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600143.SH,金发科技,沪市主板,17.59,0.29%,开,588535,424,0万元,0.53,48711.0,27.72亿,277181,1048883,-73.57%,缩量,463.47万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002055.SZ,ST得润,深市主板,7.17,4.98%,开,587990,425,0万元,3.41,46310.0,64.97亿,649698,380648,+70.68%,放量,42.59万,6.0,6.2,4.3,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002506.SZ,协鑫集成,深市主板,3.77,0.27%,开,586699,426,0万元,0.48,48537.0,128.68亿,1286836,5329090,-75.85%,缩量,220.34万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300706.SZ,阿石创,创业板,50.68,1.40%,开,586312,427,0万元,0.76,47931.0,9.45亿,94506,247116,-61.76%,缩量,57.57万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002943.SZ,宇晶股份,深市主板,84.07,2.46%,开,585439,428,0万元,0.82,47313.0,5.63亿,56330,137637,-59.07%,缩量,122.51万,5.7,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300571.SZ,平治信息,创业板,59.87,0.77%,开,584681,429,0万元,0.71,48081.0,7.95亿,79480,224598,-64.61%,缩量,69.23万,5.6,6.0,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300964.SZ,本川智能,创业板,93.69,5.65%,开,584627,430,0万元,1.08,45638.0,4.93亿,49281,91266,-46.00%,缩量,52.48万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688478.SH,晶升股份,科创板,66.32,5.47%,开,584433,431,0万元,1.13,45708.0,673.97亿,6739694,11936800,-43.54%,缩量,91.76万,6.0,6.3,4.4,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002518.SZ,科士达,深市主板,61.54,1.32%,开,583185,432,0万元,0.73,47660.0,7.75亿,77484,211774,-63.41%,缩量,347.78万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000831.SZ,中国稀土,深市主板,51.21,0.10%,开,582118,433,0万元,0.56,48163.0,9.36亿,93633,331559,-71.76%,缩量,543.45万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002254.SZ,泰和新材,深市主板,15.0,3.59%,开,581135,434,0万元,1.12,46318.0,30.82亿,308176,549131,-43.88%,缩量,127.60万,5.9,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002171.SZ,楚江新材,深市主板,11.36,4.99%,开,580983,435,0万元,1.56,45603.0,40.12亿,401248,514228,-21.97%,正常,183.32万,6.0,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002716.SZ,湖南白银,深市主板,9.97,0.91%,开,578174,436,0万元,0.73,47362.0,47.55亿,475540,1304612,-63.55%,缩量,231.79万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600666.SH,奥瑞德,沪市主板,5.29,1.54%,开,577127,437,0万元,0.64,46945.0,89.53亿,895325,2819761,-68.25%,缩量,132.37万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300207.SZ,欣旺达,创业板,24.53,0.74%,开,575596,438,0万元,0.58,47190.0,19.27亿,192703,664972,-71.02%,缩量,420.40万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688206.SH,概伦电子,科创板,40.75,4.43%,开,572578,439,0万元,0.74,45041.0,1107.35亿,11073515,30043564,-63.14%,缩量,177.33万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688388.SH,嘉元科技,科创板,44.02,3.24%,开,572421,440,0万元,0.72,45624.0,1042.19亿,10421862,28883728,-63.92%,缩量,200.59万,5.8,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688387.SH,信科移动-U,科创板,18.18,0.33%,开,569515,441,0万元,0.0,46786.0,2578.27亿,25782730,0,0%,缩量,366.65万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,605168.SH,三人行,沪市主板,63.27,3.70%,开,568701,442,0万元,1.15,45018.0,7.16亿,71626,124418,-42.43%,缩量,133.38万,5.9,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300790.SZ,宇瞳光学,创业板,35.38,3.00%,开,566922,443,0万元,0.73,45193.0,12.85亿,128506,350208,-63.31%,缩量,114.85万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002158.SZ,汉钟精机,深市主板,34.94,3.59%,开,566826,444,0万元,0.67,44889.0,12.95亿,129462,388553,-66.68%,缩量,186.43万,5.9,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601958.SH,金钼股份,沪市主板,21.82,3.31%,开,564711,445,0万元,0.64,44814.0,20.66亿,206633,644195,-67.92%,缩量,704.05万,5.8,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300454.SZ,深信服,创业板,112.78,0.25%,开,564504,446,0万元,0.53,46326.0,4.09亿,40901,154405,-73.51%,缩量,324.81万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600619.SH,海立股份,沪市主板,18.75,1.46%,开,561525,447,0万元,0.75,45422.0,24.50亿,244998,653832,-62.53%,缩量,147.97万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002815.SZ,崇达技术,深市主板,15.69,4.53%,开,561141,448,0万元,1.12,43849.0,28.07亿,280724,499463,-43.79%,缩量,121.93万,6.0,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688160.SH,步科股份,科创板,139.33,0.46%,开,559217,449,0万元,0.84,45691.0,326.88亿,3268796,7768830,-57.92%,缩量,126.56万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603989.SH,艾华集团,沪市主板,28.42,9.98%,开,558722,450,0万元,0.73,40880.0,14.72亿,147178,401253,-63.32%,缩量,113.33万,6.5,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002044.SZ,美年健康,深市主板,5.83,1.04%,开,557789,451,0万元,0.61,45259.0,77.19亿,771870,2520149,-69.37%,缩量,225.87万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688005.SH,容百科技,科创板,35.01,1.92%,开,557766,452,0万元,0.67,44816.0,1287.99亿,12879861,38386200,-66.45%,缩量,250.19万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300969.SZ,恒帅股份,创业板,164.79,3.42%,开,557661,453,0万元,1.19,44056.0,2.67亿,26748,45084,-40.67%,缩量,92.14万,5.8,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301588.SZ,美新科技,创业板,40.13,20.01%,开,557269,454,0万元,2.18,35724.0,9.35亿,93529,85707,+9.13%,正常,29.44万,7.5,7.0,5.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300919.SZ,中伟新材,创业板,54.87,0.66%,开,555442,455,0万元,0.84,45214.0,8.36亿,83572,199623,-58.14%,缩量,500.69万,5.6,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301389.SZ,隆扬电子,创业板,74.58,6.01%,开,555063,456,0万元,1.17,42500.0,5.79亿,57920,99347,-41.70%,缩量,211.43万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688262.SH,国芯科技,科创板,40.04,2.59%,开,554248,457,0万元,0.85,44131.0,1088.34亿,10883360,25603086,-57.49%,缩量,134.53万,5.8,6.1,4.2,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002498.SZ,汉缆股份,深市主板,8.85,1.03%,开,554096,458,0万元,0.6,44896.0,50.88亿,508837,1706648,-70.19%,缩量,294.42万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000695.SZ,滨海能源,深市主板,16.21,5.47%,开,552355,459,0万元,1.42,42503.0,26.11亿,261076,366670,-28.80%,正常,35.96万,6.0,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300528.SZ,幸福蓝海,创业板,17.58,5.52%,开,551751,460,0万元,2.82,42414.0,24.11亿,241082,171168,+40.85%,正常,65.50万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301319.SZ,唯特偶,创业板,88.29,4.07%,开,550812,461,0万元,0.85,43048.0,4.98亿,49776,117247,-57.55%,缩量,119.74万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300263.SZ,隆华科技,创业板,12.82,1.26%,开,546769,462,0万元,0.6,44045.0,34.33亿,343311,1135891,-69.78%,缩量,125.06万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688458.SH,美芯晟,科创板,46.78,10.85%,开,546715,463,0万元,2.8,39245.0,845.65亿,8456458,6047308,+39.84%,正常,43.85万,6.6,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688381.SH,帝奥微,科创板,43.61,1.42%,开,546653,464,0万元,0.87,43956.0,1009.66亿,10096625,23308204,-56.68%,缩量,107.93万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002402.SZ,和而泰,深市主板,30.31,0.03%,开,545195,465,0万元,0.63,44503.0,14.61亿,146132,464378,-68.53%,缩量,248.11万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002129.SZ,TCL中环,深市主板,9.14,0.22%,开,544516,466,0万元,0.64,44342.0,48.28亿,482841,1505759,-67.93%,缩量,369.24万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300693.SZ,盛弘股份,创业板,58.54,2.00%,开,544099,467,0万元,0.69,43408.0,7.44亿,74361,215708,-65.53%,缩量,157.39万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603985.SH,恒润股份,沪市主板,25.9,3.56%,开,543452,468,0万元,0.87,42566.0,16.44亿,164357,378877,-56.62%,缩量,114.18万,5.9,6.2,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300421.SZ,力星股份,创业板,27.85,1.38%,开,542536,469,0万元,0.92,43562.0,15.75亿,157451,343994,-54.23%,缩量,64.14万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300410.SZ,正业科技,创业板,11.06,14.14%,开,540611,470,0万元,3.19,36992.0,34.89亿,348854,218952,+59.33%,放量,40.60万,6.9,6.7,4.9,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301232.SZ,飞沃科技,创业板,143.77,2.55%,开,537681,471,0万元,1.0,42495.0,3.05亿,30463,60803,-49.90%,缩量,89.77万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,000060.SZ,中金岭南,深市主板,6.98,1.45%,开,536877,472,0万元,0.61,42961.0,61.58亿,615808,2008286,-69.34%,缩量,309.99万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301373.SZ,凌玮科技,创业板,130.25,5.38%,开,534521,473,0万元,0.92,40762.0,3.16亿,31593,68687,-54.00%,缩量,53.12万,6.0,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601698.SH,中国卫通,沪市主板,33.28,0.51%,开,533357,474,0万元,0.57,43079.0,12.96亿,129648,452696,-71.36%,缩量,1405.88万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300073.SZ,当升科技,创业板,59.86,2.34%,开,530251,475,0万元,0.55,41854.0,7.05亿,70451,258000,-72.69%,缩量,302.87万,5.7,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600392.SH,盛和资源,沪市主板,23.49,1.82%,开,530192,476,0万元,0.68,42109.0,18.00亿,180027,531008,-66.10%,缩量,411.74万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600489.SH,中金黄金,沪市主板,22.97,0.83%,开,529600,477,0万元,0.65,42543.0,18.57亿,185668,571398,-67.51%,缩量,1113.43万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688036.SH,XD传音控,科创板,62.99,1.53%,开,528636,478,0万元,0.65,42098.0,666.68亿,6666807,20358149,-67.25%,缩量,725.13万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300831.SZ,派瑞股份,创业板,23.35,0.82%,开,526661,479,0万元,0.67,42256.0,18.19亿,181906,540533,-66.35%,缩量,43.08万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002881.SZ,美格智能,深市主板,46.04,0.41%,开,525941,480,0万元,0.98,42387.0,9.12亿,91243,185993,-50.94%,缩量,83.76万,5.5,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600683.SH,京投发展,沪市主板,15.96,9.99%,开,524085,481,0万元,1.17,37412.0,24.25亿,242541,413248,-41.31%,缩量,118.23万,6.5,6.5,4.7,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300322.SZ,硕贝德,创业板,29.53,1.62%,开,523926,482,0万元,0.5,41584.0,14.10亿,141001,563441,-74.98%,缩量,130.06万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002074.SZ,国轩高科,深市主板,35.17,0.89%,开,523876,483,0万元,0.59,41943.0,12.00亿,119960,408980,-70.67%,缩量,610.63万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600219.SH,南山铝业,沪市主板,5.15,1.98%,开,523870,484,0万元,0.85,41397.0,81.04亿,810394,1905053,-57.46%,缩量,591.41万,5.7,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301029.SZ,怡合达,创业板,31.06,4.02%,开,521543,485,0万元,1.25,40145.0,12.99亿,129949,207938,-37.51%,缩量,143.46万,5.9,6.2,4.3,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600660.SH,福耀玻璃,沪市主板,54.79,0.83%,开,521380,486,0万元,1.16,41724.0,7.68亿,76836,132226,-41.89%,缩量,1097.44万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301128.SZ,强瑞技术,创业板,133.83,1.12%,开,521191,487,0万元,0.73,41560.0,3.13亿,31337,85341,-63.28%,缩量,193.81万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600184.SH,光电股份,沪市主板,26.7,1.83%,开,521183,488,0万元,0.83,41203.0,15.36亿,153649,369119,-58.37%,缩量,155.59万,5.7,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301176.SZ,逸豪新材,创业板,43.88,7.31%,开,521061,489,0万元,1.48,38450.0,8.74亿,87360,118388,-26.21%,正常,71.99万,6.2,6.4,4.5,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300731.SZ,科创新源,创业板,90.28,5.34%,开,520951,490,0万元,0.95,39423.0,4.42亿,44249,93550,-52.70%,缩量,108.50万,6.0,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688717.SH,艾罗能源,科创板,123.58,0.02%,开,520680,491,0万元,1.09,42060.0,333.80亿,3337981,6107508,-45.35%,缩量,122.40万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300718.SZ,长盛轴承,创业板,79.27,0.90%,开,519528,492,0万元,0.7,41501.0,5.24亿,52373,149290,-64.92%,缩量,155.89万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,301338.SZ,凯格精机,创业板,195.55,2.92%,开,517495,493,0万元,0.98,40289.0,2.09亿,20929,42566,-50.83%,缩量,103.69万,5.8,6.1,4.2,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300852.SZ,四会富仕,创业板,51.05,6.55%,开,517319,494,0万元,1.51,38455.0,7.57亿,75730,100275,-24.48%,正常,79.11万,6.2,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002902.SZ,铭普光磁,深市主板,36.07,0.84%,开,516913,495,0万元,0.67,41272.0,11.34亿,113406,338502,-66.50%,缩量,64.07万,5.6,6.0,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300065.SZ,海兰信,创业板,23.71,1.11%,开,515583,496,0万元,0.59,41004.0,17.17亿,171742,586705,-70.73%,缩量,155.69万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688172.SH,燕东微,科创板,52.09,0.17%,开,511995,497,0万元,0.52,41113.0,790.22亿,7902224,30110783,-73.76%,缩量,405.35万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300762.SZ,上海瀚讯,创业板,39.65,0.13%,开,511931,498,0万元,0.62,41130.0,10.38亿,103845,337589,-69.24%,缩量,248.99万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300196.SZ,长海股份,创业板,19.66,5.76%,开,509478,499,0万元,1.54,38070.0,19.30亿,193045,250197,-22.84%,正常,48.55万,6.1,6.3,4.4,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688472.SH,阿特斯,科创板,14.25,1.35%,开,509036,500,0万元,0.85,40228.0,2788.59亿,27885916,65444736,-57.39%,缩量,192.04万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,600783.SH,鲁信创投,沪市主板,24.02,0.97%,开,509023,501,0万元,0.52,40419.0,16.77亿,167669,645315,-74.02%,缩量,178.80万,5.6,6.0,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,603203.SH,快克智能,沪市主板,59.48,0.73%,开,508140,502,0万元,0.79,40450.0,6.79亿,67879,172560,-60.66%,缩量,148.20万,5.6,6.0,4.0,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,002119.SZ,康强电子,深市主板,22.76,0.13%,开,507989,503,0万元,0.63,40733.0,17.84亿,178350,564641,-68.41%,缩量,85.41万,5.5,6.0,4.0,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,688655.SH,迅捷兴,科创板,61.99,3.99%,开,506733,504,0万元,0.97,38677.0,620.22亿,6202217,12797745,-51.54%,缩量,82.69万,5.9,6.2,4.3,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300265.SZ,通光线缆,创业板,21.4,1.18%,开,505540,505,0万元,0.51,39963.0,18.63亿,186320,731555,-74.53%,缩量,100.00万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,300687.SZ,赛意信息,创业板,31.73,1.05%,开,504664,506,0万元,0.67,39941.0,12.36亿,123634,370079,-66.59%,缩量,103.73万,5.6,6.1,4.1,价升,行情收盘价上穿5日,未分类,未分类,10
2026-05-22,601777.SH,千里科技,沪市主板,12.48,1.13%,开,503592,507,0万元,0.55,39792.0,31.91亿,319149,1156312,-72.40%,缩量,564.23万,5.6,6.1,4.1,价升||阳线,行情收盘价上穿5日,未分类,未分类,10
